0.606331,-0.126253,0.785126,0,-0.0109189,0.985901,0.166971,0,-0.795138,-0.109812,0.596404,0,0.202935,-3.85658,-7.14661,1
0.693361,-0.25094,-0.675485,0,-0.240394,0.803151,-0.545124,0,0.679309,0.54035,0.496549,0,1.37337,-2.54442,-6.06277,1
0.997015,0.0663953,0.0393989,0,0.0147438,0.337182,-0.941324,0,-0.0757841,0.939095,0.335197,0,-0.475241,1.10716,-0.376362,1
0.681319,-0.227676,-0.695678,0,0.410311,0.905836,0.105388,0,0.606176,-0.357247,0.710581,0,3.36517,-0.970095,-4.21818,1
0.595297,0.61141,0.521343,0,0.275857,0.453884,-0.847285,0,-0.754668,0.648203,0.101534,0,1.6488,0.668415,1.52836,1
0.998439,0.041565,0.0373025,0,-0.0415575,0.999136,-0.000977604,0,-0.0373109,-0.000574122,0.999304,0,-0.273481,-1.4865,0.0225683,1
0.75635,-0.512479,0.406571,0,-0.224053,0.380977,0.897027,0,-0.614601,-0.76956,0.17333,0,2.988,0.322192,-2.70386,1
0.889499,0.390356,0.237517,0,0.207556,0.117917,-0.97109,0,-0.407078,0.913081,0.0238665,0,0.209301,-4.97439,-1.77701,1
0.859437,0.0403937,-0.509644,0,0.0481949,0.986033,0.159425,0,0.508965,-0.161578,0.845486,0,-1.59943,-1.49016,-5.98312,1
0.131025,0.15461,0.979249,0,0.509365,0.836917,-0.200292,0,-0.850517,0.525038,0.0309043,0,4.30205,3.47681,1.52723,1
